title,average_rating,language_code,  num_pages,ratings_count,text_reviews_count,publisher,Bookauthor_no,Bookauthor_Main,Bookauthor_Co1,Bookauthor_Co2,Age_years,title_nwords
The Robber Bride,3.83,eng,528,34550,1679,Anchor,1,Margaret Atwood,0,0,22,3
The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,4.29,eng,412,16531,977,Anchor,1,Simon Singh,0,0,20,13
Beowulf: A Dual-Language Edition,3.44,eng,464,246,32,Anchor,2,Unknown,Howell D. Chickering,0,14,4
Truman Capote: In Which Various Friends  Enemies  Acquaintances  and Detractors Recall His Turbulent Career,4.08,eng,498,908,56,Anchor,1,George Plimpton,0,0,22,17
Diary,3.61,eng,262,65139,2120,Anchor,1,Chuck Palahniuk,0,0,16,1
Haunted,3.59,eng,419,78280,3745,Anchor,1,Chuck Palahniuk,0,0,14,1
On the Origins of War and the Preservation of Peace,4.01,eng,573,520,30,Anchor,1,Donald Kagan,0,0,24,10
In the Beginning: The Story of the King James Bible and How it Changed a Nation  a Language  and a Culture,3.97,eng,354,515,76,Anchor,1,Alister E. McGrath,0,0,18,23
Letters to a Young Artist,4.02,eng,240,543,50,Anchor,1,Anna Deavere Smith,0,0,14,5
Sailing the Wine-Dark Sea: Why the Greeks Matter,3.77,eng,352,2470,233,Anchor,1,Thomas Cahill,0,0,16,8
The Spiral Staircase: My Climb Out of Darkness,3.99,eng,306,5755,575,Anchor,1,Karen Armstrong,0,0,15,8
The Art of the Personal Essay: An Anthology from the Classical Era to the Present,4.19,eng,777,2136,108,Anchor,1,Phillip Lopate,0,0,23,15
Waterfront: A Walk Around Manhattan,3.71,eng,450,254,34,Anchor,1,Phillip Lopate,0,0,15,5
Blue Shoes and Happiness (No. 1 Ladies' Detective Agency #7),4.06,eng,256,22370,952,Anchor,1,Alexander McCall Smith,0,0,13,10
Prisoner's Dilemma: John von Neumann  Game Theory  and the Puzzle of the Bomb,3.91,eng,320,1323,94,Anchor,2,William Poundstone,John von Neumann,0,27,15
Up in the Air,2.86,eng,320,3504,490,Anchor,1,Walter Kirn,0,0,18,4
The Age of Grief,3.81,eng,224,1389,123,Anchor,1,Jane Smiley,0,0,18,4
A Year at the Races: Reflections on Horses  Humans  Love  Money  and Luck,3.9,eng,304,696,49,Anchor,1,Jane Smiley,0,0,15,17
Shakespeare: The Biography,3.99,eng,608,1541,131,Anchor,1,Peter Ackroyd,0,0,14,3
Playing Shakespeare: An Actor's Guide,4.35,eng,288,456,27,Anchor,2,John   Barton,Luann Walther,0,19,5
Final Payments,3.69,eng,304,551,78,Anchor,1,Mary Gordon,0,0,14,2
Parallel Worlds: A Journey through Creation  Higher Dimensions  and the Future of the Cosmos,4.18,eng,361,15096,452,Anchor,1,Michio Kaku,0,0,14,16
What the Body Remembers,3.89,eng,471,2340,153,Anchor,1,Shauna Singh Baldwin,0,0,19,4
The Power of Myth,4.29,eng,320,38720,1451,Anchor,2,Joseph Campbell,Bill Moyers,0,32,4
Fermat's Enigma: The Epic Quest to Solve the World's Greatest Mathematical Problem,4.25,eng,315,19473,692,Anchor,1,Simon Singh,0,0,22,12
What are the Seven Wonders of the World?: And 100 Other Great Cultural Lists—Fully Explicated,3.77,eng,560,231,19,Anchor,2,Peter D'Epiro,Mary Desmond Pinkowish,0,22,15
A Thousand Acres,3.81,eng,371,53322,2358,Anchor,1,Jane Smiley,0,0,17,3
I Maccabees,3.96,eng,592,8,0,Anchor Bible,2,Jonathan  A. Goldstein,Anonymous,0,44,2
II Maccabees,4.04,eng,595,24,2,Anchor Bible,2,Anonymous,Jonathan  A. Goldstein,0,37,2
A Million Little Pieces,3.65,eng,515,206011,10821,Anchor Books,1,James Frey,0,0,15,4
Into the Wild,3.98,eng,207,800349,18198,Anchor Books,1,Jon Krakauer,0,0,23,3
Under the Banner of Heaven: A Story of Violent Faith,4.0,eng,399,7481,1022,Anchor Books,1,Jon Krakauer,0,0,17,10
Into Thin Air: A Personal Account of the Mount Everest Disaster,4.17,eng,368,351406,11701,Anchor Books,1,Jon Krakauer,0,0,21,11
The Devil Wears Prada (The Devil Wears Prada  #1),3.74,eng,432,744569,7247,Anchor Books,1,Lauren Weisberger,0,0,14,10
Adrift on the Nile,3.82,eng,167,411,38,Anchor Books,2,Naguib Mahfouz,Frances Liardet,0,26,4
Midaq Alley,3.85,eng,286,4815,446,Anchor Books,2,Naguib Mahfouz,Trevor Le Gassick,0,29,2
The Harafish,4.36,eng,416,590,61,Anchor Books,3,Naguib Mahfouz,Catherine Cobham,Naguib Mahfouz,23,2
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),3.78,eng,235,208669,9489,Anchor Books,1,Alexander McCall Smith,0,0,17,12
The Beginning and the End,4.08,eng,412,363,41,Anchor Books,1,Naguib Mahfouz,0,0,31,5
Don't Get Too Comfortable: The Indignities of Coach Class  The Torments of Low Thread Count  The Never-Ending Quest for Artisanal Olive Oil  and Other First World Problems,3.72,eng,222,8410,751,Anchor Books,1,David Rakoff,0,0,14,30
Obasan,3.64,eng,320,5407,368,Anchor Books,1,Joy Kogawa,0,0,27,1
Mao: The Unknown Story,3.83,eng,801,8035,640,Anchor Books,2,Jung Chang,Jon Halliday,0,14,4
A Walk in the Woods: Rediscovering America on the Appalachian Trail,4.06,eng,397,308840,14993,Anchor Books,1,Bill Bryson,0,0,14,11
The Promise,4.15,eng,368,11255,499,Anchor Books,1,Chaim Potok,0,0,15,2
The Complete Fiction of Nella Larsen: Passing  Quicksand  and the Stories,4.14,eng,278,824,59,Anchor Books,3,Nella Larsen,Charles Larson,Marita Golden,19,13
Lost in the Funhouse,3.7,eng,205,5052,305,Anchor Books,1,John Barth,0,0,32,4
Foreign Correspondence: A Pen Pal's Journey from Down Under to All Over,3.85,eng,240,1428,204,Anchor Books,1,Geraldine Brooks,0,0,21,12
Good Faith,3.26,eng,432,1837,245,Anchor Books,1,Jane Smiley,0,0,16,2
The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,4.12,eng,352,85408,4334,Anchor Books,1,Richard Preston,0,0,21,14
The Intuitionist,3.68,eng,255,7473,903,Anchor Books,1,Colson Whitehead,0,0,21,2
Marie Antoinette: The Journey,3.93,eng,512,27291,809,Anchor Books,1,Antonia Fraser,0,0,14,4
Wickett's Remedy,3.27,eng,370,1557,231,Anchor Books,1,Myla Goldberg,0,0,14,2
The Floating Opera and The End of the Road,4.03,eng,442,1933,115,Anchor Books,1,John Barth,0,0,23,9
The Art of the Personal Essay: An Anthology from the Classical Era to the Present,4.19,eng,777,48,4,Anchor Books,1,Phillip Lopate,0,0,26,15
The Mating Mind: How Sexual Choice Shaped the Evolution of Human Nature,4.1,eng,528,2144,89,Anchor Books,1,Geoffrey Miller,0,0,19,12
Shakespeare After All,4.38,eng,1008,852,62,Anchor Books,1,Marjorie Garber,0,0,15,3
Collected Poems,3.74,eng,84,213,25,Anchor Books,1,Chinua Achebe,0,0,11,2
Arrow of God (The African Trilogy  #3),3.81,eng,230,4198,300,Anchor Books,1,Chinua Achebe,0,0,31,8
Case Closed: Lee Harvey Oswald and the Assassination of JFK,3.96,eng,640,1194,107,Anchor Books,1,Gerald Posner,0,0,17,10
Death Match,3.79,eng,388,8699,410,Anchor Books,1,Lincoln Child,0,0,14,2
I Don't Know How She Does It (Kate Reddy  #1),3.33,eng,368,16763,1420,Anchor Books,1,Allison Pearson,0,0,17,11
Leonardo's Swans,3.72,eng,351,5473,230,Anchor Books,1,Karen Essex,0,0,13,2
There are No Children Here: The Story of Two Boys Growing Up in the Other America,4.27,eng,323,12092,837,Anchor Books,1,Alex Kotlowitz,0,0,28,16
Trail of Tears: The Rise and Fall of the Cherokee Nation,4.15,eng,424,3166,152,Anchor Books,1,John Ehle,0,0,23,11
D.B.,3.23,eng,356,53,8,Anchor Books,1,Elwood Reid,0,0,15,1
Man Walks Into a Room,3.33,eng,248,5422,554,Anchor Books,1,Nicole Krauss,0,0,17,5
Amsterdam,3.43,eng,208,35998,2445,Anchor Books/Knopf Doubleday Publishing Group,1,Ian McEwan,0,0,21,1
A Short History of Nearly Everything (Illustrated Edition),4.21,eng,624,28,7,Anchor Canada,1,Bill Bryson,0,0,10,8
The Unauthorized Anne Rice Companion,3.68,eng,246,97,0,Andrews and McMeel,1,George Beahm,0,0,24,5
Another Day in Paradise: The Fourth Sherman's Lagoon Collection,4.35,eng,130,68,1,Andrews McMeel Publishing,1,Jim Toomey,0,0,19,9
Another Day in Cubicle Paradise,4.01,eng,128,416,11,Andrews McMeel Publishing,1,Scott Adams,0,0,18,5
Stephen King from A to Z: An Encyclopedia of His Life and Work,3.83,eng,251,53,2,Andrews McMeel Publishing,1,George Beahm,0,0,21,13
The Perfect London Walk,4.26,eng,123,40,6,Andrews McMeel Publishing,3,Roger Ebert,Daniel Curley,Jack Lane,34,4
The Complete Calvin and Hobbes,4.82,eng,1456,32213,930,Andrews McMeel Publishing,1,Bill Watterson,0,0,15,5
The Calvin and Hobbes Tenth Anniversary Book,4.63,eng,208,49122,368,Andrews McMeel Publishing,1,Bill Watterson,0,0,25,7
It's a Magical World (Calvin and Hobbes  #11),4.76,eng,176,23875,303,Andrews McMeel Publishing,1,Bill Watterson,0,0,24,9
Homicidal Psycho Jungle Cat (Calvin and Hobbes #9),4.72,eng,176,15365,290,Andrews McMeel Publishing,1,Bill Watterson,0,0,26,8
The Days Are Just Packed,4.69,eng,176,20308,244,Andrews McMeel Publishing,1,Bill Watterson,0,0,27,5
Calvin and Hobbes: Sunday Pages 1985-1995: An Exhibition Catalogue,4.71,eng,96,3613,85,Andrews McMeel Publishing,1,Bill Watterson,0,0,19,9
Mary Engelbreit's Home Companion,4.12,eng,128,60,2,Andrews McMeel Publishing,3,Charlotte Lyons,Mary Engelbreit,Barbara E. Martin,26,4
Robinson Crusoe,3.67,eng,288,311,18,Ann Arbor Media,1,Daniel Defoe,0,0,14,2
The Scarlet Letter,3.4,eng,224,109,8,Ann Arbor Media,1,Nathaniel Hawthorne,0,0,14,3
From Far Away,4.0,eng,33,219,21,Annick Press,3,Robert Munsch,Michael Martchenko,Saoussan Askar,25,3
The Compleat Works of Wllm Shkspr (abridged),4.44,eng,137,8159,118,Applause Books,4,Reduced Shakespeare Company,Adam Long,Daniel Singer,26,7
Spring's Awakening,3.8,eng,126,3378,137,Applause Books,2,Frank Wedekind,Eric Bentley,0,20,2
Life Is a Dream and Other Spanish Classics (Eric Bentley's Dramatic Repertoire) - Volume II,3.81,eng,298,61,4,Applause Theatre & Cinema Book Publishers,6,Pedro Calderón de la Barca,Miguel de Cervantes Saavedra,Lope de Vega,20,15
Amanda's Unlucky Day (Junior Gymnasts  #6),3.5,eng,78,6,1,Apple,2,Teddy Slater,Wayne Alfano,0,23,7
The Discovery (Dive  #1),3.72,eng,141,1858,135,Apple Paperbacks (Scholastic),1,Gordon Korman,0,0,17,5
George Washington's Rules of Civility & Decent Behavior in Company and Conversation (Little Books of Wisdom),4.08,eng,30,835,113,Applewood Books,1,George Washington,0,0,31,16
The Jefferson Bible: The Life and Morals of Jesus of Nazareth,3.82,eng,103,1038,100,Applewood Books,1,Thomas Jefferson,0,0,14,11
Nancy's Mysterious Letter (Nancy Drew Mystery Stories  #8),3.86,eng,210,8279,179,Applewood Books,2,Carolyn Keene,Walter Karig,0,24,9
The Secret of the Old Clock (Nancy Drew Mystery Stories  #1),3.99,eng,210,53304,2118,Applewood Books,3,Carolyn Keene,Russell H. Tandy,Sara Paretsky,29,12
The Mystery at the Moss-covered Mansion (Nancy Drew Mystery Stories  #18),3.89,eng,215,4920,95,Applewood Books,3,Carolyn Keene,Russell H. Tandy,Mildred Benson,17,12
The Mystery of the Brass-Bound Trunk (Nancy Drew Mystery Stories  #17),3.89,eng,228,4249,89,Applewood Books,2,Carolyn Keene,Mildred Benson,0,19,12
Complete Guide to OneNote,4.25,eng,412,4,0,Apress,2,W. Frederick Zimmerman,Chris Pratley,0,17,4
Joel on Software,4.11,eng,384,2981,118,Apress,1,Joel Spolsky,0,0,16,3
The Giraffe Who Was Afraid of Heights (Physical & Behavioral Adaptation),3.87,eng,32,37,9,Arbordale Publishing,2,David A. Ufer,Kirsten Carlson,0,14,11
A Short History of Decay,4.25,eng,186,1771,99,Arcade Publishing,2,Emil M. Cioran,Richard Howard,0,22,5
Middlesex Borough (Images of America: New Jersey),5.0,eng,128,2,0,Arcadia Publishing,1,Middlesex Borough Heritage Committee,0,0,17,7
Lake Orion (Images of America: Michigan),4.5,eng,128,1,0,Arcadia Publishing,2,James E. Ingram,Lori Grove,0,14,6
Juneau and Sauk Counties: 1850-2000 (Images of America: Wisconsin),2.67,eng,128,3,0,Arcadia Publishing,2,Jacqueline Ann,Sheila Z.,0,18,9
Cypress Gardens (Images of America: Florida),3.0,eng,128,5,1,Arcadia Publishing (SC),3,Mary M. Flekke,Sarah E. MacDonald,Randall M. MacDonald,14,6
Selections from the Oakland Tribune Archives (Images of America: California),3.0,eng,128,2,1,Arcadia Publishing (SC),1,Annalee Allen,0,0,14,10
Sebastopol (Images of America: California),4.4,eng,128,4,1,Arcadia Publishing (SC),1,Western Sonoma County Historical Society,0,0,17,5
Center City Philadelphia in the 19th Century (Images of America: Pennsylvania),4.44,eng,128,9,1,Arcadia Publishing (SC),1,Library Company of Philadelphia,0,0,14,11
Artesia: Adventures in the Known World,4.13,eng,352,52,4,Archaia,1,Mark Smylie,0,0,15,6
Artesia Volume 1,3.98,eng,192,242,24,Archaia,1,Mark Smylie,0,0,9,3
Archie Americana Series: Best of the Eighties  Vol. 1,3.91,eng,96,61,1,Archie Comics,4,George Gladir,John L. Goldwater,Steve Geppi,19,10
Bacacay,3.94,eng,275,491,28,Archipelago Books,2,Witold Gombrowicz,Bill Johnston,0,14,1
The Arden Shakespeare Complete Works,4.5,eng,1347,122,7,Arden Shakespeare,5,William Shakespeare,Richard Proudfoot,Ann Thompson,19,5
Exemplary Novels IV: Lady Cornelia  the Deceitful Marriage  the Dialogue of the Dogs,4.2,eng,167,4,2,Aris & Phillips,2,Miguel de Cervantes Saavedra,John Macklin,0,28,15
The Ghost in the Machine,4.0,eng,400,472,33,Arkana,1,Arthur Koestler,0,0,30,5
At the Mountains of Madness and Other Novels,4.44,eng,458,486,20,Arkham House Publishers,4,H.P. Lovecraft,James Turner,S.T. Joshi,35,8
Evermore,3.31,eng,237,16,3,Arkham House Publishers,18,James Robert Smith,Stephen Mark Rainey,Joel Lane,14,1
An Inquiry into the Nature and Causes of the Wealth of Nations,3.88,eng,1264,21524,635,Arlington House,1,Adam Smith,0,0,17,12
Skipping Christmas,3.49,eng,198,46334,3399,Arrow,1,John Grisham,0,0,16,2
Watermelon (Walsh Family  #1),3.78,eng,520,65441,1233,Arrow,1,Marian Keyes,0,0,15,5
Women Who Love Too Much,4.02,eng,314,267,32,Arrow,1,Robin Norwood,0,0,16,5
The Witching Hour (Lives of the Mayfair Witches  #1),4.11,eng,1207,87816,2577,Arrow,1,Anne Rice,0,0,16,10
Like a Charm,3.48,eng,384,1322,88,Arrow,15,Karin Slaughter,Denise Mina,John Harvey,16,3
Blood Canticle (The Vampire Chronicles #10),3.72,eng,400,19036,325,Arrow,1,Anne Rice,0,0,16,6
Blood And Gold (The Vampire Chronicles  #8),3.89,eng,752,28012,436,Arrow,1,Anne Rice,0,0,18,8
Lady of Quality,3.88,eng,267,5927,458,Arrow,1,Georgette Heyer,0,0,15,3
False Colours,3.86,eng,303,4457,330,Arrow,1,Georgette Heyer,0,0,15,2
The Convenient Marriage,3.68,eng,272,9272,861,Arrow,1,Georgette Heyer,0,0,15,3
Sprig Muslin,3.81,eng,268,5030,406,Arrow,1,Georgette Heyer,0,0,15,2
The Talisman Ring,4.02,eng,268,5550,478,Arrow,1,Georgette Heyer,0,0,15,3
The Nonesuch,4.04,eng,304,7204,460,Arrow,1,Georgette Heyer,0,0,15,2
No Wind of Blame (Inspector Hemingway #1),3.78,eng,352,96,17,Arrow,1,Georgette Heyer,0,0,14,7
Hannibal (Hannibal Lecter  #3),3.76,eng,564,71712,2120,Arrow,1,Thomas  Harris,0,0,20,5
Victoria Line  Central Line,3.6,eng,432,957,53,Arrow,1,Maeve Binchy,0,0,14,5
Firefly Summer,3.91,eng,928,10463,290,Arrow,1,Maeve Binchy,0,0,14,2
The Phantom Menace (Star Wars: Novelizations  #1),3.57,eng,336,13158,455,Arrow,2,Terry Brooks,George Lucas,0,20,8
Star,3.95,eng,605,7740,108,Arrow,1,Troy Denning,0,0,18,1
Five Patients,3.48,eng,235,74,8,Arrow,1,Michael Crichton,0,0,25,2
Hide-and-Seek with Angels: The Life of J.M. Barrie,3.91,eng,448,66,11,Arrow,1,Lisa Chaney,0,0,14,8
The Agony and the Ecstasy,4.07,eng,777,160,18,Arrow,1,Irving Stone,0,0,29,5
Light a Penny Candle,3.91,eng,832,14656,585,Arrow,1,Maeve Binchy,0,0,14,4
Circle of Friends,4.03,eng,722,51839,1396,Arrow,3,Maeve Binchy,René Huigen,Frans Thomése,14,3
The Feast Of All Saints,3.85,eng,640,86,5,Arrow,1,Anne Rice,0,0,23,5
The Crazed,3.5,eng,336,15,1,Arrow (A Division of Random House Group),1,Ha Jin,0,0,18,2
Just One More Day: A Memoir,3.98,eng,340,180,25,Arrow Books,1,Susan    Lewis,0,0,14,6
Cross Stitch (Outlander  #1),4.23,eng,864,2384,323,Arrow Books,1,Diana Gabaldon,0,0,26,5
Lasher (Lives of the Mayfair Witches  #2),3.86,eng,400,49367,661,Arrow Books,1,Anne Rice,0,0,16,8
A Painted House,3.7,eng,466,484,48,Arrow Books,1,John Grisham,0,0,18,3
Illusions: The Adventures of a Reluctant Messiah,4.15,eng,144,50816,1906,Arrow Books Ltd,1,Richard Bach,0,0,19,7
Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry,4.4,eng,240,11515,139,Arthur A. Levine,1,J.K. Rowling,0,0,19,18
Fantastic Beasts and Where to Find Them (Hogwarts Library),3.99,eng,128,259399,5513,Arthur A. Levine Books,2,Newt Scamander,J.K. Rowling,0,19,9
Harry Potter and the Chamber of Secrets (Harry Potter  #2),4.42,eng,341,2293963,34692,Arthur A. Levine Books / Scholastic Inc.,2,J.K. Rowling,Mary GrandPré,0,21,11
Mangoes & Curry Leaves: Culinary Travels Through the Great Subcontinent,4.18,eng,416,631,23,Artisan,2,Jeffrey Alford,Naomi Duguid,0,15,10
Bittersweet: Recipes and Tales from a Life in Chocolate,4.28,eng,378,359,25,Artisan,2,Alice Medrich,Deborah Jones,0,17,9
Canopy: A Work for Voice and Light in Harvard Yard,0.0,eng,63,0,0,Arts Publications,4,David   Ward,Parveen Adams,Seamus Heaney,23,10
Getting Results with Curriculum Mapping,3.25,eng,192,55,5,ASCD,1,Heidi Hayes Jacobs,0,0,16,5
Common Herbs for Natural Health,4.45,eng,223,113,7,Ash Tree Publishing,2,Juliette De Bairacli Levy,Heather  Wood,0,24,5
Dancing On Air,4.0,eng,157,10,1,Ash-Tree Press,1,Frances Oliver,0,0,16,3
The Wild Swans,3.67,eng,464,352,37,Aspect,1,Peg Kerr,0,0,19,3
Gloriana,3.65,eng,496,1742,64,Aspect,1,Michael Moorcock,0,0,16,1
The Reality Dysfunction Part 2: Expansion (Night's Dawn 1),4.3,eng,572,4092,39,Aspect,1,Peter F. Hamilton,0,0,23,9
Iain Banks' 'The Wasp Factory'  'The Crow Road' and 'Whit',3.92,eng,80,59,3,Association for Scottish Literary Studies,1,Alan MacGillivray,0,0,19,11
Teaching with the Brain in Mind,4.11,eng,186,592,49,Association for Supervision & Curriculum Development,1,Eric Jensen,0,0,15,6
City Eclogue,4.13,eng,136,67,7,Atelos Press,1,Ed Roberson,0,0,14,2
Winter Cottage,4.15,eng,178,182,37,Atheneum,1,Carol Ryrie Brink,0,0,46,2
Tales of Mystery and Madness,4.34,eng,135,2226,139,Atheneum,2,Edgar Allan Poe,Gris Grimly,0,9,5
Below the Root,4.08,eng,231,41,9,Atheneum Books,2,Zilpha Keatley Snyder,Alton Raible,0,45,3
The Wind Thief,3.8,eng,32,4,1,Atheneum Books,2,Judi Barrett,Diane Dawson Hearn,0,43,3
The Illustrated Garden Book: A New Anthology,4.19,eng,192,1,1,Atheneum Books,4,Robin Lane  Fox,Vita Sackville-West,Freda Titford,34,7
Treasure Island,3.83,eng,64,104,14,Atheneum Books for Young Readers,3,Robert Louis Stevenson,N.C. Wyeth,Timothy Meis,17,2
Doo,4.1,eng,40,7823,250,Atheneum Books for Young Readers,2,Doreen Cronin,Betsy Lewin,0,14,1
Cloudy With a Chance of Meatballs (Cloudy with a Chance of Meatballs  #1),4.16,eng,32,124141,2038,Atheneum Books for Young Readers,2,Judi Barrett,Ron Barrett,0,38,14
If: A Father's Advice to His Son,4.39,eng,40,581,37,Atheneum Books for Young Readers,2,Rudyard Kipling,Charles R. Smith Jr.,0,13,7
Hatchet (Brian's Saga  #1),3.72,eng,208,270244,12017,Atheneum Books for Young Readers: Richard Jackson Books,1,Gary Paulsen,0,0,20,5
Sailor Moo: Cow at Sea,4.07,eng,32,161,41,Atheneum/Richard Jackson Books,2,Lisa Wheeler,Ponder Goembel,0,18,5
Forever...,3.62,eng,199,239,51,Atheneum/Richard Jackson Books,1,Judy Blume,0,0,18,1
Sellevision,3.56,eng,229,175,9,Atlantic,1,Augusten Burroughs,0,0,14,1
Dry,4.03,eng,295,1158,91,Atlantic,1,Augusten Burroughs,0,0,15,1
Gould's Book of Fish: A Novel in Twelve Fish,3.69,eng,449,3261,384,Atlantic Books,1,Richard Flanagan,0,0,17,9
Rouse Up  O Young Men of the New Age!,3.69,eng,272,282,25,Atlantic Books,1,Kenzaburō Ōe,0,0,17,10
The Sot-Weed Factor,4.09,eng,756,5911,257,Atlantic Books (UK),1,John Barth,0,0,15,3
Carpenter's Gothic,3.77,eng,262,1128,79,Atlantic Books (UK),1,William Gaddis,0,0,10,2
Sherlock Holmes: The Unauthorized Biography,4.26,eng,304,29,6,Atlantic Monthly Press,1,Nick Rennison,0,0,14,5
Suffer the Little Children (Commissario Brunetti  #16),3.79,eng,264,3456,285,Atlantic Monthly Press,1,Donna Leon,0,0,13,8
Cold Mountain,3.86,eng,356,1088,127,Atlantic Monthly Press (NYC),1,Charles Frazier,0,0,23,2
Thomas Jefferson: Author of America,3.91,eng,188,2319,221,Atlas Books/HarperCollins Publishers,1,Christopher Hitchens,0,0,15,5
Plain Truth,3.98,eng,405,143658,5760,Atria Books,1,Jodi Picoult,0,0,16,2
Nineteen Minutes,4.12,eng,440,270574,13491,Atria Books,1,Jodi Picoult,0,0,13,2
The Boleyn Inheritance (The Plantagenet and Tudor Novels  #10),3.87,eng,518,68763,3394,Atria Books,1,Philippa Gregory,0,0,14,10
Year Zero,3.6,eng,416,2164,139,Atria Books,1,Jeff Long,0,0,14,2
Angels & Demons (Robert Langdon  #1),3.89,eng,572,5738,630,Atria Books,1,Dan Brown,0,0,17,7
Authentic Happiness: Using the New Positive Psychology to Realize Your Potential for Lasting Fulfillment,3.95,eng,336,8515,331,Atria Books,1,Martin E.P. Seligman,0,0,16,14
Never Go Home Again,4.03,eng,336,222,11,Atria Books,1,Shannon Holmes,0,0,15,4
The Other Boleyn Girl,4.06,eng,664,3111,375,Atria Books,1,Philippa Gregory,0,0,16,4
The Secret Diary of Anne Boleyn,3.8,eng,281,5221,299,Atria Books,1,Robin Maxwell,0,0,22,6
Perfect Match,3.95,eng,368,213,33,Atria Books,1,Jodi Picoult,0,0,18,2
The Thirteenth Tale,3.96,eng,406,239809,18865,Atria Books,1,Diane Setterfield,0,0,14,3
The Great Gats,3.91,eng,4,63,13,Audio Partners,2,F. Scott Fitzgerald,Alexander Scourby,0,18,3
Othello,3.89,eng,3,48,3,Audio Partners,5,William Shakespeare,David Threlfall,Don Warrington,15,1
Julius Caesar,3.68,eng,3,53,3,Audio Partners,4,William Shakespeare,John   Bowe,Michael Feast,15,2
Emma,4.0,eng,15,28,3,Audio Partners,2,Jane Austen,Prunella Scales,0,14,1
The Altman Code (Covert-One  #4),3.95,eng,0,5,1,Audio Renaissance,3,Gayle Lynds,Robert Ludlum,Don Leslie,15,6
A Midsummer Night's Dream,3.94,eng,3,62,6,AudioGO,5,William Shakespeare,Amanda Root,Arkangel Cast,15,4
A Caribbean Mystery,3.8,eng,0,49,10,Audiogo,2,Agatha Christie,Rosalind Ayres,0,14,3
Poirot's Early Cases: 18 Hercule Poirot Mysteries (Hercule Poirot  #41),3.92,eng,8,5473,144,AudioGO,3,Agatha Christie,Hugh Fraser,David Suchet,15,11
The Listerdale Mystery And Eleven Other Stories,3.56,eng,0,1824,89,AudioGO,2,Agatha Christie,Hugh Fraser,0,14,7
Thank You  Jeeves,4.24,eng,6,66,23,AudioGO,2,P.G. Wodehouse,Jonathan Cecil,0,15,4
The Labours of Hercules (Hercule Poirot  #27),3.78,eng,9,11167,297,AudioGO,2,Agatha Christie,Hugh Fraser,0,15,8
The Code of the Woosters: Jeeves to the Rescue,4.36,eng,7,172,26,AudioGO,2,P.G. Wodehouse,Jonathan Cecil,0,14,9
